video_id,comment_id,text,author_name,author_channel_id,colluqial_transformed_text,cleaned_text,translated_text,corrected_text,tokenized_text,filtered_tokens,filtered_text,stemmed_text
dnFLUrvmQnw,UgxyJKw6yfp_5McQ_dR4AaABAg,aksi akan lebih besar di 28 agustus 2025,@lieciusiang2657,UC5j6e06Y9q7fTDrU4TgFjTQ,aksi akan lebih besar di 28 agustus 2025,aksi akan lebih besar di agustus,aksi akan lebih besar di agustus,aksi akan lebih besar di agustus,"['aksi', 'akan', 'lebih', 'besar', 'di', 'agustus']","['aksi', 'lebih', 'besar', 'agustus']",aksi lebih besar agustus,aksi lebih besar agustus
dnFLUrvmQnw,Ugx3DSc8XWJQXn3dk-94AaABAg,"aduhhh,semuanya ini gara2 dpr,kasian anak2 mahasiswa...karna ula dpr...",@ViraAhul,UCTwziJ3wmQ-kyD4oTrVJniQ,"aduhhh,semuanya ini gara-gara dpr,kasian anak-anak mahasiswa...karna ula dpr...",aduhh semuanya ini gara gara dpr kasian anak anak mahasiswa karna ula dpr,"Aduh, semuanya ini gara-gara DPR, kasihan anak-anak mahasiswa karena ulah DPR.","Aduh, semuanya ini gara-gara DPR, kasihan anak-anak mahasiswa karena ulah DPR.","['Aduh', ',', 'semuanya', 'ini', 'gara-gara', 'DPR', ',', 'kasihan', 'anak-anak', 'mahasiswa', 'karena', 'ulah', 'DPR', '.']","['Aduh', ',', 'semuanya', 'gara-gara', 'DPR', ',', 'kasihan', 'anak-anak', 'mahasiswa', 'ulah', 'DPR', '.']","Aduh , semuanya gara-gara DPR , kasihan anak-anak mahasiswa ulah DPR .",aduh semua gara-gara dpr kasihan anak mahasiswa ulah dpr
dnFLUrvmQnw,UgyBX0vI0hhfjqvVG7d4AaABAg,lempar balik itu gas airmata ke aparat.,@lieciusiang2657,UC5j6e06Y9q7fTDrU4TgFjTQ,lempar balik itu gas airmata ke aparat.,lempar balik itu gas airmata ke aparat,lempar balik itu gas air mata ke aparat,lempar balik itu gas air mata ke aparat,"['lempar', 'balik', 'itu', 'gas', 'air', 'mata', 'ke', 'aparat']","['lempar', 'balik', 'gas', 'air', 'mata', 'aparat']",lempar balik gas air mata aparat,lempar balik gas air mata aparat
jcavf1xEFJE,Ugx4uBCV8dv9frXuwOZ4AaABAg,"ayo kita rame rame gelombang ke 2 kita bebaskan  teman teman kita yg dipenjara untuk berdemo lebih kuat lagi dan bisa merdeka dan menang jgn sampai kalah dgn penguasa diadu domba sama pemimpinnya turunkan dan mundur pak prabowo, pak prabowo masih omon omon pada rakyat, ganti negara hukum , kalo tidak di ganti negara ini dgn memakai istilah hukum maka menang lah para penguasa rakyat kalah hukum karena tidak adil hukum negaranya, maka harus diganti dengan nama  negara keadilan sosial bagi seluruh rakyat indonesia biar rakyat sejahterah dan adil bila diputuskan oleh negara keadilan, harus dibentuk para  team  parlementer perlementer rendah ,tidak ada ada  korupsi  supaya tidak main kekuasaan, seenak seudelnya negara indonesia, termasuk ketua  partai politik dibubarkan atau dihilangkan, jadi tidak semena mena menghukum orang yg tidak bersalah tidak dibawah kekuasaan rakyatnya, rakyat harus diatas kekuasaan atau diatas segalanya, jadi sejahterah rakyatnya dan makmur laj rakyatnya.",@irwantrianto4867,UClHHdbbg6LTeW8pdXDwCPtw,"ayo kita rame rame gelombang ke 2 kita bebaskan teman teman kita yang dipenjara untuk berdemo lebih kuat lagi dan bisa merdeka dan menang jangan sampai kalah dengan penguasa diadu domba sama pemimpinnya turunkan dan mundur pak prabowo, pak prabowo masih omon omon pada rakyat, ganti negara hukum , kalo tidak di ganti negara ini dengan memakai istilah hukum maka menang lah para penguasa rakyat kalah hukum karena tidak adil hukum negaranya, maka harus diganti dengan nama negara keadilan sosial bagi seluruh rakyat indonesia biar rakyat sejahterah dan adil bila diputuskan oleh negara keadilan, harus dibentuk para team parlementer perlementer rendah ,tidak ada ada korupsi supaya tidak main kekuasaan, seenak seudelnya negara indonesia, termasuk ketua partai politik dibubarkan atau dihilangkan, jadi tidak semena mena menghukum orang yang tidak bersalah tidak dibawah kekuasaan rakyatnya, rakyat harus diatas kekuasaan atau diatas segalanya, jadi sejahterah rakyatnya dan makmur laj rakyatnya.",ayo kita rame rame gelombang ke kita bebaskan teman teman kita yang dipenjara untuk berdemo lebih kuat lagi dan bisa merdeka dan menang jangan sampai kalah dengan penguasa diadu domba sama pemimpinnya turunkan dan mundur pak prabowo pak prabowo masih omon omon pada rakyat ganti negara hukum kalo tidak di ganti negara ini dengan memakai istilah hukum maka menang lah para penguasa rakyat kalah hukum karena tidak adil hukum negaranya maka harus diganti dengan nama negara keadilan sosial bagi seluruh rakyat indonesia biar rakyat sejahterah dan adil bila diputuskan oleh negara keadilan harus dibentuk para team parlementer perlementer rendah tidak ada ada korupsi supaya tidak main kekuasaan seenak seudelnya negara indonesia termasuk ketua partai politik dibubarkan atau dihilangkan jadi tidak semena mena menghukum orang yang tidak bersalah tidak dibawah kekuasaan rakyatnya rakyat harus diatas kekuasaan atau diatas segalanya jadi sejahterah rakyatnya dan makmur laj rakyatnya,"ayo kita ramai-ramai gelombang ke kita bebaskan teman-teman kita yang dipenjara untuk berdemo lebih kuat lagi dan bisa merdeka dan menang, jangan sampai kalah dengan penguasa, diadu domba sama pemimpinnya, turunkan dan mundur pak Prabowo, pak Prabowo masih omon-omon pada rakyat, ganti negara hukum, kalau tidak diganti negara ini dengan memakai istilah hukum maka menanglah para penguasa, rakyat kalah hukum karena tidak adil hukum negaranya, maka harus diganti dengan nama negara keadilan sosial bagi seluruh rakyat Indonesia, biar rakyat sejahtera dan adil, bila diputuskan oleh negara keadilan harus dibentuk para tim parlementer, parlementer rendah tidak ada korupsi supaya tidak main kekuasaan seenak udelnya, negara Indonesia termasuk ketua partai politik dibubarkan atau dihilangkan, jadi tidak semena-mena menghukum orang yang tidak bersalah, tidak di bawah kekuasaan rakyatnya, rakyat harus di atas kekuasaan atau di atas segalanya, jadi sejahtera rakyatnya dan makmurlah rakyatnya.","ayo kita ramai-ramai gelombang ke kita bebaskan teman-teman kita yang dipenjara untuk berdemo lebih kuat lagi dan bisa merdeka dan menang, jangan sampai kalah dengan penguasa, diadu domba sama pemimpinnya, turunkan dan mundur pak Prabowo, pak Prabowo masih omon-omon pada rakyat, ganti negara hukum, kalau tidak diganti negara ini dengan memakai istilah hukum maka menanglah para penguasa, rakyat kalah hukum karena tidak adil hukum negaranya, maka harus diganti dengan nama negara keadilan sosial bagi seluruh rakyat Indonesia, biar rakyat sejahtera dan adil, bila diputuskan oleh negara keadilan harus dibentuk para tim parlementer, parlementer rendah tidak ada korupsi supaya tidak main kekuasaan seenak udelnya, negara Indonesia termasuk ketua partai politik dibubarkan atau dihilangkan, jadi tidak semena-mena menghukum orang yang tidak bersalah, tidak di bawah kekuasaan rakyatnya, rakyat harus di atas kekuasaan atau di atas segalanya, jadi sejahtera rakyatnya dan makmurlah rakyatnya.","['ayo', 'kita', 'ramai-ramai', 'gelombang', 'ke', 'kita', 'bebaskan', 'teman-teman', 'kita', 'yang', 'dipenjara', 'untuk', 'berdemo', 'lebih', 'kuat', 'lagi', 'dan', 'bisa', 'merdeka', 'dan', 'menang', ',', 'jangan', 'sampai', 'kalah', 'dengan', 'penguasa', ',', 'diadu', 'domba', 'sama', 'pemimpinnya', ',', 'turunkan', 'dan', 'mundur', 'pak', 'Prabowo', ',', 'pak', 'Prabowo', 'masih', 'omon-omon', 'pada', 'rakyat', ',', 'ganti', 'negara', 'hukum', ',', 'kalau', 'tidak', 'diganti', 'negara', 'ini', 'dengan', 'memakai', 'istilah', 'hukum', 'maka', 'menanglah', 'para', 'penguasa', ',', 'rakyat', 'kalah', 'hukum', 'karena', 'tidak', 'adil', 'hukum', 'negaranya', ',', 'maka', 'harus', 'diganti', 'dengan', 'nama', 'negara', 'keadilan', 'sosial', 'bagi', 'seluruh', 'rakyat', 'Indonesia', ',', 'biar', 'rakyat', 'sejahtera', 'dan', 'adil', ',', 'bila', 'diputuskan', 'oleh', 'negara', 'keadilan', 'harus', 'dibentuk', 'para', 'tim', 'parlementer', ',', 'parlementer', 'rendah', 'tidak', 'ada', 'korupsi', 'supaya', 'tidak', 'main', 'kekuasaan', 'seenak', 'udelnya', ',', 'negara', 'Indonesia', 'termasuk', 'ketua', 'partai', 'politik', 'dibubarkan', 'atau', 'dihilangkan', ',', 'jadi', 'tidak', 'semena-mena', 'menghukum', 'orang', 'yang', 'tidak', 'bersalah', ',', 'tidak', 'di', 'bawah', 'kekuasaan', 'rakyatnya', ',', 'rakyat', 'harus', 'di', 'atas', 'kekuasaan', 'atau', 'di', 'atas', 'segalanya', ',', 'jadi', 'sejahtera', 'rakyatnya', 'dan', 'makmurlah', 'rakyatnya', '.']","['ayo', 'ramai-ramai', 'gelombang', 'bebaskan', 'teman-teman', 'dipenjara', 'berdemo', 'lebih', 'kuat', 'merdeka', 'menang', ',', 'jangan', 'kalah', 'penguasa', ',', 'diadu', 'domba', 'sama', 'pemimpinnya', ',', 'turunkan', 'mundur', 'pak', 'Prabowo', ',', 'pak', 'Prabowo', 'omon-omon', 'rakyat', ',', 'ganti', 'negara', 'hukum', ',', 'kalau', 'diganti', 'negara', 'memakai', 'istilah', 'hukum', 'menanglah', 'penguasa', ',', 'rakyat', 'kalah', 'hukum', 'adil', 'hukum', 'negaranya', ',', 'diganti', 'nama', 'negara', 'keadilan', 'sosial', 'seluruh', 'rakyat', 'Indonesia', ',', 'biar', 'rakyat', 'sejahtera', 'adil', ',', 'bila', 'diputuskan', 'negara', 'keadilan', 'dibentuk', 'tim', 'parlementer', ',', 'parlementer', 'rendah', 'korupsi', 'main', 'kekuasaan', 'seenak', 'udelnya', ',', 'negara', 'Indonesia', 'termasuk', 'ketua', 'partai', 'politik', 'dibubarkan', 'dihilangkan', ',', 'jadi', 'semena-mena', 'menghukum', 'orang', 'bersalah', ',', 'bawah', 'kekuasaan', 'rakyatnya', ',', 'rakyat', 'atas', 'kekuasaan', 'atas', 'segalanya', ',', 'jadi', 'sejahtera', 'rakyatnya', 'makmurlah', 'rakyatnya', '.']","ayo ramai-ramai gelombang bebaskan teman-teman dipenjara berdemo lebih kuat merdeka menang , jangan kalah penguasa , diadu domba sama pemimpinnya , turunkan mundur pak Prabowo , pak Prabowo omon-omon rakyat , ganti negara hukum , kalau diganti negara memakai istilah hukum menanglah penguasa , rakyat kalah hukum adil hukum negaranya , diganti nama negara keadilan sosial seluruh rakyat Indonesia , biar rakyat sejahtera adil , bila diputuskan negara keadilan dibentuk tim parlementer , parlementer rendah korupsi main kekuasaan seenak udelnya , negara Indonesia termasuk ketua partai politik dibubarkan dihilangkan , jadi semena-mena menghukum orang bersalah , bawah kekuasaan rakyatnya , rakyat atas kekuasaan atas segalanya , jadi sejahtera rakyatnya makmurlah rakyatnya .",ayo ramai gelombang bebas teman penjara demo lebih kuat merdeka menang jangan kalah kuasa adu domba sama pimpin turun mundur pak prabowo pak prabowo omon-omon rakyat ganti negara hukum kalau ganti negara pakai istilah hukum menang kuasa rakyat kalah hukum adil hukum negara ganti nama negara adil sosial seluruh rakyat indonesia biar rakyat sejahtera adil bila putus negara adil bentuk tim parlementer parlementer rendah korupsi main kuasa enak udel negara indonesia masuk ketua partai politik bubar hilang jadi semena-mena hukum orang salah bawah kuasa rakyat rakyat atas kuasa atas segala jadi sejahtera rakyat makmur rakyat
jcavf1xEFJE,Ugw1GJYsFARYfPr3YsB4AaABAg,"pak prabowo lah yg salah yg  bikin rusak memicu atau memancing kemarahan pada rakyat sama pejabat seharus nya  pak prabowo yg ditangkap bukan pendemonya, ini malah kebalik yg menang malah penguasa rakyat yg kalah dan disalahkan padahal pak prabowo yg salah memberi kebijaksanaan yg tidak adil,  kita di adu sama pak prabowo.",@irwantrianto4867,UClHHdbbg6LTeW8pdXDwCPtw,"pak prabowo lah yang salah yang bikin rusak memicu atau memancing kemarahan pada rakyat sama pejabat seharus nya pak prabowo yang ditangkap bukan pendemonya, ini malah kebalik yang menang malah penguasa rakyat yang kalah dan disalahkan padahal pak prabowo yang salah memberi kebijaksanaan yang tidak adil, kita di adu sama pak prabowo.",pak prabowo lah yang salah yang bikin rusak memicu atau memancing kemarahan pada rakyat sama pejabat seharus nya pak prabowo yang ditangkap bukan pendemonya ini malah kebalik yang menang malah penguasa rakyat yang kalah dan disalahkan padahal pak prabowo yang salah memberi kebijaksanaan yang tidak adil kita di adu sama pak prabowo,"Pak Prabowo lah yang salah yang bikin rusak, memicu atau memancing kemarahan pada rakyat. Seharusnya pak Prabowo yang ditangkap, bukan pendemonstrannya. Ini malah kebalik, yang menang malah penguasa, rakyat yang kalah dan disalahkan. Padahal pak Prabowo yang salah memberi kebijakan yang tidak adil. Kita diadu sama pak Prabowo.","Pak Prabowo lah yang salah yang bikin rusak, memicu atau memancing kemarahan pada rakyat. Seharusnya pak Prabowo yang ditangkap, bukan pendemonstrannya. Ini malah kebalik, yang menang malah penguasa, rakyat yang kalah dan disalahkan. Padahal pak Prabowo yang salah memberi kebijakan yang tidak adil. Kita diadu sama pak Prabowo.","['Pak', 'Prabowo', 'lah', 'yang', 'salah', 'yang', 'bikin', 'rusak', ',', 'memicu', 'atau', 'memancing', 'kemarahan', 'pada', 'rakyat', '.', 'Seharusnya', 'pak', 'Prabowo', 'yang', 'ditangkap', ',', 'bukan', 'pendemonstrannya', '.', 'Ini', 'malah', 'kebalik', ',', 'yang', 'menang', 'malah', 'penguasa', ',', 'rakyat', 'yang', 'kalah', 'dan', 'disalahkan', '.', 'Padahal', 'pak', 'Prabowo', 'yang', 'salah', 'memberi', 'kebijakan', 'yang', 'tidak', 'adil', '.', 'Kita', 'diadu', 'sama', 'pak', 'Prabowo', '.']","['Pak', 'Prabowo', 'lah', 'salah', 'bikin', 'rusak', ',', 'memicu', 'memancing', 'kemarahan', 'rakyat', '.', 'pak', 'Prabowo', 'ditangkap', ',', 'bukan', 'pendemonstrannya', '.', 'malah', 'kebalik', ',', 'menang', 'malah', 'penguasa', ',', 'rakyat', 'kalah', 'disalahkan', '.', 'Padahal', 'pak', 'Prabowo', 'salah', 'memberi', 'kebijakan', 'adil', '.', 'diadu', 'sama', 'pak', 'Prabowo', '.']","Pak Prabowo lah salah bikin rusak , memicu memancing kemarahan rakyat . pak Prabowo ditangkap , bukan pendemonstrannya . malah kebalik , menang malah penguasa , rakyat kalah disalahkan . Padahal pak Prabowo salah memberi kebijakan adil . diadu sama pak Prabowo .",pak prabowo lah salah bikin rusak picu pancing marah rakyat pak prabowo tangkap bukan demonstran malah balik menang malah kuasa rakyat kalah salah padahal pak prabowo salah beri bijak adil adu sama pak prabowo
jcavf1xEFJE,UgykV1xG0mfZeRYkhJd4AaABAg,saya mau tanya sama kompas sebutkan dari mana para pendemo.apakah ada mahasiswa kalau ad dr aliansi mahasiswa apa?mereka menamakan diri sebagai apa para pendemo yang di lakukan 25 agustus 2025????mereka siapa??dalam narasi ini tidak di sebutkan siapa mereka.,@nugroho_mobilindo9202,UCOHVp5JQmWHxdXmdkBFAWsw,saya mau tanya sama kompas sebutkan dari mana para pendemo.apakah ada mahasiswa kalau ada dari aliansi mahasiswa apa?mereka menamakan diri sebagai apa para pendemo yang di lakukan 25 agustus 2025 ????mereka siapa??dalam narasi ini tidak di sebutkan siapa mereka.,saya mau tanya sama kompas sebutkan dari mana para pendemo apakah ada mahasiswa kalau ada dari aliansi mahasiswa apa mereka menamakan diri sebagai apa para pendemo yang di lakukan agustus mereka siapa dalam narasi ini tidak di sebutkan siapa mereka,"Saya mau tanya kepada Kompas, sebutkan dari mana para pendemo. Apakah ada mahasiswa? Jika ada, dari aliansi mahasiswa mana? Apa mereka menamakan diri sebagai apa? Para pendemo yang dilakukan pada bulan Agustus, siapa mereka? Dalam narasi ini tidak disebutkan siapa mereka.","Saya mau tanya kepada Kompas, sebutkan dari mana para pendemo. Apakah ada mahasiswa? Jika ada, dari aliansi mahasiswa mana? Apa mereka menamakan diri sebagai apa? Para pendemo yang dilakukan pada bulan Agustus, siapa mereka? Dalam narasi ini tidak disebutkan siapa mereka.","['Saya', 'mau', 'tanya', 'kepada', 'Kompas', ',', 'sebutkan', 'dari', 'mana', 'para', 'pendemo', '.', 'Apakah', 'ada', 'mahasiswa', '?', 'Jika', 'ada', ',', 'dari', 'aliansi', 'mahasiswa', 'mana', '?', 'Apa', 'mereka', 'menamakan', 'diri', 'sebagai', 'apa', '?', 'Para', 'pendemo', 'yang', 'dilakukan', 'pada', 'bulan', 'Agustus', ',', 'siapa', 'mereka', '?', 'Dalam', 'narasi', 'ini', 'tidak', 'disebutkan', 'siapa', 'mereka', '.']","['mau', 'tanya', 'Kompas', ',', 'sebutkan', 'mana', 'pendemo', '.', 'mahasiswa', '?', ',', 'aliansi', 'mahasiswa', 'mana', '?', 'Apa', 'menamakan', 'diri', 'apa', '?', 'pendemo', 'dilakukan', 'bulan', 'Agustus', ',', 'siapa', '?', 'narasi', 'disebutkan', 'siapa', '.']","mau tanya Kompas , sebutkan mana pendemo . mahasiswa ? , aliansi mahasiswa mana ? Apa menamakan diri apa ? pendemo dilakukan bulan Agustus , siapa ? narasi disebutkan siapa .",mau tanya kompas sebut mana demo mahasiswa aliansi mahasiswa mana apa nama diri apa demo laku bulan agustus siapa narasi sebut siapa
jcavf1xEFJE,UgwTxbQofWaBHtKGDGV4AaABAg,sewa sapi teng bang,@BocahNdeso-u6e,UCQBXSqEfruNCQp3ehFBPguw,sewa sapi teng bang,sewa sapi teng bang,sewa sapi teng bang,sewa sapi teng bang,"['sewa', 'sapi', 'teng', 'bang']","['sewa', 'sapi', 'teng', 'bang']",sewa sapi teng bang,sewa sapi teng bang
jcavf1xEFJE,Ugy11CwPNHT-cjGfqcZ4AaABAg,"ga ada sebenarnya yg menunggangi, itu hanya akal2an saja biar masyarakat percaya klo mereka terpengaruh, padahal itu murni semua apalagi terjadi di seluruh indonesia, padahal simple aja, seandainya sejak awal yg di demo menampakan wajahnya di hadapan mereka, ga akan berkelanjutan, ditambah lagi kematian2 yg ada, otomatis semakin keruh lah. pada intinya adab sebagai anggota dewan yg tidak mau berhadapan dgn massa demo itu yg bikin semuanya parah. kebiasaan bangsa ini kalo sudah salah ga mau mengakui. akui saja kalo memang kalian lalai dalam mengmban tugas negara",@DJ-mi7lp,UCyNusJPgLeipIHU2O_xqt8Q,"enggak ada sebenarnya yang menunggangi, itu hanya akal2 an saja biar masyarakat percaya kalo mereka terpengaruh, padahal itu murni semua apalagi terjadi di seluruh indonesia, padahal simple aja, seandainya sejak awal yang di demo menampakan wajahnya di hadapan mereka, enggak akan berkelanjutan, ditambah lagi kematian2 yang ada, otomatis semakin keruh lah. pada intinya adab sebagai anggota dewan yang tidak mau berhadapan dengan massa demo itu yang bikin semuanya parah. kebiasaan bangsa ini kalo sudah salah enggak mau mengakui. akui saja kalo memang kalian lalai dalam mengmban tugas negara",enggak ada sebenarnya yang menunggangi itu hanya akal an saja biar masyarakat percaya kalo mereka terpengaruh padahal itu murni semua apalagi terjadi di seluruh indonesia padahal simple aja seandainya sejak awal yang di demo menampakan wajahnya di hadapan mereka enggak akan berkelanjutan ditambah lagi kematian yang ada otomatis semakin keruh lah pada intinya adab sebagai anggota dewan yang tidak mau berhadapan dengan massa demo itu yang bikin semuanya parah kebiasaan bangsa ini kalo sudah salah enggak mau mengakui akui saja kalo memang kalian lalai dalam mengmban tugas negara,"Enggak ada sebenarnya yang menunggangi itu, hanya akal-akal saja biar masyarakat percaya kalau mereka terpengaruh, padahal itu murni semua. Apalagi terjadi di seluruh Indonesia, padahal simple aja seandainya sejak awal yang di demo menampakkan wajahnya di hadapan mereka, enggak akan berkelanjutan. Ditambah lagi kematian yang ada, otomatis semakin keruh. Intinya, adab sebagai anggota dewan yang tidak mau berhadapan dengan massa demo itu yang bikin semuanya parah. Kebiasaan bangsa ini kalau sudah salah, enggak mau mengakui. Akui saja kalau memang kalian lalai dalam mengemban tugas negara.","Enggak ada sebenarnya yang menunggangi itu, hanya akal-akal saja biar masyarakat percaya kalau mereka terpengaruh, padahal itu murni semua. Apalagi terjadi di seluruh Indonesia, padahal simple aja seandainya sejak awal yang di demo menampakkan wajahnya di hadapan mereka, enggak akan berkelanjutan. Ditambah lagi kematian yang ada, otomatis semakin keruh. Intinya, adab sebagai anggota dewan yang tidak mau berhadapan dengan massa demo itu yang bikin semuanya parah. Kebiasaan bangsa ini kalau sudah salah, enggak mau mengakui. Akui saja kalau memang kalian lalai dalam mengemban tugas negara.","['Enggak', 'ada', 'sebenarnya', 'yang', 'menunggangi', 'itu', ',', 'hanya', 'akal-akal', 'saja', 'biar', 'masyarakat', 'percaya', 'kalau', 'mereka', 'terpengaruh', ',', 'padahal', 'itu', 'murni', 'semua', '.', 'Apalagi', 'terjadi', 'di', 'seluruh', 'Indonesia', ',', 'padahal', 'simple', 'aja', 'seandainya', 'sejak', 'awal', 'yang', 'di', 'demo', 'menampakkan', 'wajahnya', 'di', 'hadapan', 'mereka', ',', 'enggak', 'akan', 'berkelanjutan', '.', 'Ditambah', 'lagi', 'kematian', 'yang', 'ada', ',', 'otomatis', 'semakin', 'keruh', '.', 'Intinya', ',', 'adab', 'sebagai', 'anggota', 'dewan', 'yang', 'tidak', 'mau', 'berhadapan', 'dengan', 'massa', 'demo', 'itu', 'yang', 'bikin', 'semuanya', 'parah', '.', 'Kebiasaan', 'bangsa', 'ini', 'kalau', 'sudah', 'salah', ',', 'enggak', 'mau', 'mengakui', '.', 'Akui', 'saja', 'kalau', 'memang', 'kalian', 'lalai', 'dalam', 'mengemban', 'tugas', 'negara', '.']","['Enggak', 'sebenarnya', 'menunggangi', ',', 'akal-akal', 'biar', 'masyarakat', 'percaya', 'kalau', 'terpengaruh', ',', 'padahal', 'murni', 'semua', '.', 'terjadi', 'seluruh', 'Indonesia', ',', 'padahal', 'simple', 'aja', 'seandainya', 'sejak', 'awal', 'demo', 'menampakkan', 'wajahnya', 'hadapan', ',', 'enggak', 'berkelanjutan', '.', 'Ditambah', 'kematian', ',', 'otomatis', 'semakin', 'keruh', '.', 'Intinya', ',', 'adab', 'anggota', 'dewan', 'mau', 'berhadapan', 'massa', 'demo', 'bikin', 'semuanya', 'parah', '.', 'Kebiasaan', 'bangsa', 'kalau', 'salah', ',', 'enggak', 'mau', 'mengakui', '.', 'Akui', 'kalau', 'memang', 'kalian', 'lalai', 'mengemban', 'tugas', 'negara', '.']","Enggak sebenarnya menunggangi , akal-akal biar masyarakat percaya kalau terpengaruh , padahal murni semua . terjadi seluruh Indonesia , padahal simple aja seandainya sejak awal demo menampakkan wajahnya hadapan , enggak berkelanjutan . Ditambah kematian , otomatis semakin keruh . Intinya , adab anggota dewan mau berhadapan massa demo bikin semuanya parah . Kebiasaan bangsa kalau salah , enggak mau mengakui . Akui kalau memang kalian lalai mengemban tugas negara .",enggak benar tunggang akal biar masyarakat percaya kalau pengaruh padahal murni semua jadi seluruh indonesia padahal simple aja anda sejak awal demo tampak wajah hadap enggak lanjut tambah mati otomatis makin keruh inti adab anggota dewan mau hadap massa demo bikin semua parah biasa bangsa kalau salah enggak mau aku aku kalau memang kalian lalai emban tugas negara
jcavf1xEFJE,UgzR_8c9qh1WOYItwyN4AaABAg,pendemo perusak fasilitas umum wajib diburu dan dipenjarakan,@pujipurwanto6952,UCnFrNgN5_lTkG66jurtE19w,pendemo perusak fasilitas umum wajib diburu dan dipenjarakan,pendemo perusak fasilitas umum wajib diburu dan dipenjarakan,Pendemo yang merusak fasilitas umum wajib diburu dan dipenjarakan.,Pendemo yang merusak fasilitas umum wajib diburu dan dipenjarakan.,"['Pendemo', 'yang', 'merusak', 'fasilitas', 'umum', 'wajib', 'diburu', 'dan', 'dipenjarakan', '.']","['Pendemo', 'merusak', 'fasilitas', 'umum', 'wajib', 'diburu', 'dipenjarakan', '.']",Pendemo merusak fasilitas umum wajib diburu dipenjarakan .,demo rusak fasilitas umum wajib buru penjara
jcavf1xEFJE,UgxJkUWiDkUNNN_ImC14AaABAg,"kita sama2 orang indonesia .
jangan saling menyakiti..",@TANAHjAWAINDONESIA,UC5P3FMS66xHU20ndUS2zbPQ,kita sama-sama orang indonesia . jangan saling menyakiti..,kita sama sama orang indonesia jangan saling menyakiti,"kita sama-sama orang Indonesia, jangan saling menyakiti","kita sama-sama orang Indonesia, jangan saling menyakiti","['kita', 'sama-sama', 'orang', 'Indonesia', ',', 'jangan', 'saling', 'menyakiti']","['sama-sama', 'orang', 'Indonesia', ',', 'jangan', 'saling', 'menyakiti']","sama-sama orang Indonesia , jangan saling menyakiti",sama orang indonesia jangan saling sakit
jcavf1xEFJE,Ugwl4TjKqRk3u-6ELEp4AaABAg,smangat ank muda. suarahkn tuntutan. terutama pajak sngat naik. motor sj 110 cc smpai 400san,@Fatmawaty-n1x,UCwo19i5GhYPB_ZC3CA0NzQQ,semangat anak muda. suarahkn tuntutan. terutama pajak sngat naik. motor saja 110 cc sampai 400 san,semangat anak muda suarahkn tuntutan terutama pajak sngat naik motor saja cc sampai san,"Semangat anak muda suarakan tuntutan terutama pajak yang sangat naik, motor saja cc sampai sana.","Semangat anak muda suarakan tuntutan terutama pajak yang sangat naik, motor saja cc sampai sana.","['Semangat', 'anak', 'muda', 'suarakan', 'tuntutan', 'terutama', 'pajak', 'yang', 'sangat', 'naik', ',', 'motor', 'saja', 'cc', 'sampai', 'sana', '.']","['Semangat', 'anak', 'muda', 'suarakan', 'tuntutan', 'terutama', 'pajak', 'sangat', 'naik', ',', 'motor', 'cc', 'sana', '.']","Semangat anak muda suarakan tuntutan terutama pajak sangat naik , motor cc sana .",semangat anak muda suara tuntut utama pajak sangat naik motor cc sana
jcavf1xEFJE,UgzEaZ7QaU2J4zBimoJ4AaABAg,indonesia cemas bukan emas😢,@Liliyietaa,UCNB0rjEPc5Tei41FA8h_JfA,indonesia cemas bukan emas😢,indonesia cemas bukan emas,indonesia cemas bukan emas,indonesia cemas bukan emas,"['indonesia', 'cemas', 'bukan', 'emas']","['indonesia', 'cemas', 'bukan', 'emas']",indonesia cemas bukan emas,indonesia cemas bukan emas
jcavf1xEFJE,Ugz2X9CR3tCr54ftLnt4AaABAg,"bubarkan dpr, rakyat tdk butuh dpr yg hanya seperti tong kosong nyaring bunyinya.",@tommyahmed4891,UCBOYDTBxJyaOzFEJVK3Q7Qg,"bubarkan dpr, rakyat tidak butuh dpr yang hanya seperti tong kosong nyaring bunyinya.",bubarkan dpr rakyat tidak butuh dpr yang hanya seperti tong kosong nyaring bunyinya,bubarkan dpr rakyat tidak butuh dpr yang hanya seperti tong kosong nyaring bunyinya,bubarkan dpr rakyat tidak butuh dpr yang hanya seperti tong kosong nyaring bunyinya,"['bubarkan', 'dpr', 'rakyat', 'tidak', 'butuh', 'dpr', 'yang', 'hanya', 'seperti', 'tong', 'kosong', 'nyaring', 'bunyinya']","['bubarkan', 'dpr', 'rakyat', 'butuh', 'dpr', 'tong', 'kosong', 'nyaring', 'bunyinya']",bubarkan dpr rakyat butuh dpr tong kosong nyaring bunyinya,bubar dpr rakyat butuh dpr tong kosong nyaring bunyi
jcavf1xEFJE,Ugx7_rOd8Twp7VXw--54AaABAg,dpr ri makan hak rakyat,@KemintingOppo,UCPxno2q2XHpJLua9Zzy-VnQ,dpr ri makan hak rakyat,dpr ri makan hak rakyat,dpr ri mengabaikan hak rakyat,dpr ri mengabaikan hak rakyat,"['dpr', 'ri', 'mengabaikan', 'hak', 'rakyat']","['dpr', 'ri', 'mengabaikan', 'hak', 'rakyat']",dpr ri mengabaikan hak rakyat,dpr ri abai hak rakyat
